"subjID","Mag","Val","Info","infoType","cond1","cond2","choice","ACC","outAbs","outRel","out_c_abs","out_c_rel"
75,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
75,"high","negative",NA,1,7,3,2,1,0,1,-1,0
75,"high","positive",NA,1,5,1,1,0,0,0,1,1
75,"high","positive",NA,1,5,1,1,0,1,1,1,1
75,"high","negative",NA,1,7,3,2,1,-1,0,0,1
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"high","negative",NA,1,7,3,2,1,0,1,-1,0
75,"high","positive",NA,1,5,1,1,0,0,0,0,0
75,"low","negative","partial",0,8,4,2,1,-0.1,0,0,1
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"high","positive",NA,1,5,1,1,0,1,1,1,1
75,"low","positive","partial",0,6,2,1,0,0,0,0.1,1
75,"low","positive","partial",0,6,2,1,0,0,0,0,0
75,"low","positive","partial",0,6,2,1,0,0,0,0.1,1
75,"high","negative",NA,1,7,3,2,1,0,1,-1,0
75,"high","negative",NA,1,7,3,1,0,-1,0,0,1
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"high","positive",NA,1,5,1,1,0,0,0,1,1
75,"high","positive",NA,1,5,1,1,0,0,0,0,0
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"low","positive","partial",0,6,2,1,0,0.1,1,0.1,1
75,"high","negative",NA,1,7,3,2,1,-1,0,0,1
75,"high","negative",NA,1,7,3,2,1,0,1,-1,0
75,"high","positive",NA,1,5,1,1,0,0,0,1,1
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"high","negative",NA,1,7,3,2,1,0,1,-1,0
75,"low","positive","partial",0,6,2,1,0,0,0,0.1,1
75,"low","positive","partial",0,6,2,1,0,0.1,1,0.1,1
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"low","positive","partial",0,6,2,1,0,0,0,0,0
75,"high","negative",NA,1,7,3,1,0,-1,0,0,1
75,"high","positive",NA,1,5,1,1,0,0,0,1,1
75,"low","negative","partial",0,8,4,2,1,-0.1,0,0,1
75,"high","negative",NA,1,7,3,2,1,0,1,0,1
75,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
75,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
75,"high","positive",NA,1,5,1,1,0,0,0,1,1
75,"high","positive",NA,1,5,1,1,0,1,1,0,0
75,"low","positive","partial",0,6,2,1,0,0,0,0.1,1
75,"high","positive",NA,1,5,1,1,0,0,0,1,1
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"low","negative","partial",0,4,4,1,0,0,1,-0.1,0
76,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
76,"high","negative",NA,1,3,3,1,0,-1,0,0,1
76,"low","positive","partial",0,2,2,1,0,0.1,1,0.1,1
76,"low","positive","partial",0,2,2,2,1,0,0,0,0
76,"high","positive",NA,1,1,1,2,1,0,0,0,0
76,"high","positive",NA,1,1,1,2,1,1,1,1,1
76,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"high","negative",NA,1,3,3,1,0,0,1,-1,0
76,"high","negative",NA,1,3,3,1,0,-1,0,0,1
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"high","positive",NA,1,1,1,2,1,0,0,0,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"low","negative","partial",0,4,4,2,1,-0.1,0,0,1
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","negative",NA,1,3,3,1,0,-1,0,0,1
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"low","positive","partial",0,2,2,2,1,0,0,0.1,1
76,"high","positive",NA,1,1,1,2,1,1,1,1,1
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
76,"high","negative",NA,1,3,3,2,1,0,1,0,1
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"low","positive","partial",0,2,2,2,1,0,0,0,0
76,"high","positive",NA,1,1,1,2,1,0,0,0,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","negative",NA,1,3,3,2,1,-1,0,0,1
76,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"high","positive",NA,1,1,1,2,1,1,1,1,1
76,"low","positive","partial",0,2,2,1,0,0.1,1,0.1,1
76,"low","negative","partial",0,4,4,2,1,0,1,0,1
76,"low","positive","partial",0,2,2,2,1,0,0,0.1,1
76,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
76,"low","negative","partial",0,4,4,2,1,0,1,0,1
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"high","negative",NA,1,3,3,2,1,0,1,0,1
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","positive",NA,1,1,1,2,1,0,0,0,0
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"high","positive",NA,1,1,1,2,1,1,1,1,1
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"high","negative",NA,1,3,3,1,0,-1,0,-1,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"high","positive",NA,1,1,1,2,1,1,1,0,0
76,"low","negative","partial",0,4,4,2,1,0,1,0,1
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"high","positive",NA,1,1,1,1,0,0,0,0,0
76,"high","negative",NA,1,3,3,2,1,0,1,0,1
76,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
76,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
76,"low","positive","partial",0,2,2,2,1,0,0,0,0
76,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
76,"high","negative",NA,1,3,3,2,1,0,1,-1,0
76,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
76,"high","positive",NA,1,1,1,2,1,0,0,0,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"high","positive","partial",0,5,1,2,1,0,0,1,1
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","negative",NA,1,8,4,1,0,0,1,0,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"high","negative","partial",0,7,3,1,0,-1,0,0,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"high","negative","partial",0,7,3,2,1,0,1,0,1
76,"low","negative",NA,1,8,4,1,0,-0.1,0,-0.1,0
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","positive",NA,1,6,2,1,0,0.1,1,0,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"low","negative",NA,1,8,4,1,0,0,1,-0.1,0
76,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"high","positive","partial",0,5,1,2,1,0,0,0,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","negative","partial",0,7,3,2,1,-1,0,0,1
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
76,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"high","positive","partial",0,5,1,2,1,1,1,1,1
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","positive",NA,1,6,2,1,0,0,0,0,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","positive",NA,1,6,2,1,0,0,0,0,0
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"low","negative",NA,1,8,4,2,1,0,1,0,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
76,"high","positive","partial",0,5,1,2,1,0,0,0,0
76,"high","positive","partial",0,5,1,2,1,1,1,1,1
76,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"high","negative","partial",0,7,3,2,1,-1,0,0,1
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","positive",NA,1,6,2,1,0,0,0,0,0
76,"high","negative","partial",0,7,3,2,1,0,1,0,1
76,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"low","positive",NA,1,6,2,1,0,0.1,1,0.1,1
76,"low","negative",NA,1,8,4,2,1,0,1,0,1
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"high","positive","partial",0,5,1,2,1,0,0,1,1
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"high","positive","partial",0,5,1,2,1,0,0,0,0
76,"high","negative","partial",0,7,3,2,1,-1,0,-1,0
76,"high","positive","partial",0,5,1,2,1,1,1,0,0
76,"low","negative",NA,1,8,4,2,1,0,1,0,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
76,"low","negative",NA,1,8,4,2,1,0,1,-0.1,0
76,"high","positive","partial",0,5,1,2,1,1,1,1,1
76,"low","positive",NA,1,6,2,1,0,0.1,1,0,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","negative","partial",0,7,3,2,1,0,1,-1,0
76,"high","negative","partial",0,7,3,2,1,0,1,0,1
76,"low","positive",NA,1,6,2,1,0,0,0,0.1,1
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"high","positive","partial",0,1,1,2,1,1,1,1,1
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
79,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"high","positive","partial",0,1,1,1,0,0,0,1,1
79,"high","negative","partial",0,3,3,1,0,-1,0,0,1
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"low","positive",NA,1,2,2,1,0,0,0,0,0
79,"high","positive","partial",0,1,1,1,0,0,0,0,0
79,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
79,"low","negative",NA,1,4,4,1,0,0,1,-0.1,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
79,"high","negative","partial",0,3,3,2,1,0,1,0,1
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
79,"high","negative","partial",0,3,3,1,0,0,1,-1,0
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
79,"low","negative",NA,1,4,4,1,0,0,1,0,1
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"high","positive","partial",0,1,1,1,0,0,0,1,1
79,"low","positive",NA,1,2,2,2,1,0,0,0,0
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"high","positive","partial",0,1,1,2,1,0,0,1,1
79,"low","negative",NA,1,4,4,1,0,-0.1,0,-0.1,0
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
79,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
79,"high","negative","partial",0,3,3,1,0,-1,0,0,1
79,"low","positive",NA,1,2,2,2,1,0,0,0,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
79,"low","negative",NA,1,4,4,1,0,0,1,0,1
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"high","positive","partial",0,1,1,2,1,1,1,1,1
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
79,"high","positive","partial",0,1,1,2,1,0,0,0,0
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"high","negative","partial",0,3,3,2,1,-1,0,0,1
79,"high","negative","partial",0,3,3,1,0,-1,0,0,1
79,"high","negative","partial",0,3,3,2,1,-1,0,-1,0
79,"high","positive","partial",0,1,1,2,1,0,0,0,0
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
79,"low","positive",NA,1,2,2,1,0,0,0,0.1,1
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
79,"high","negative","partial",0,3,3,1,0,-1,0,0,1
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
79,"low","negative",NA,1,4,4,2,1,0,1,-0.1,0
79,"high","negative","partial",0,3,3,2,1,0,1,0,1
79,"high","positive","partial",0,1,1,1,0,1,1,1,1
79,"low","negative",NA,1,4,4,1,0,0,1,-0.1,0
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"low","positive",NA,1,2,2,2,1,0,0,0,0
79,"low","positive",NA,1,2,2,1,0,0,0,0,0
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"low","negative",NA,1,4,4,2,1,-0.1,0,-0.1,0
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"low","negative",NA,1,4,4,1,0,-0.1,0,0,1
79,"high","positive","partial",0,1,1,2,1,0,0,1,1
79,"low","negative",NA,1,4,4,1,0,0,1,0,1
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"high","positive","partial",0,1,1,1,0,0,0,1,1
79,"high","negative","partial",0,3,3,2,1,0,1,-1,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
79,"low","positive",NA,1,2,2,2,1,0.1,1,0.1,1
79,"low","positive",NA,1,2,2,2,1,0.1,1,0,0
79,"high","positive","partial",0,1,1,2,1,1,1,0,0
79,"high","negative","partial",0,3,3,1,0,0,1,-1,0
79,"high","positive",NA,1,5,1,1,0,0,0,1,1
79,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
79,"low","negative","partial",0,8,4,2,1,0,1,0,1
79,"high","positive",NA,1,5,1,1,0,1,1,1,1
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"high","negative",NA,1,7,3,1,0,0,1,0,1
79,"high","positive",NA,1,5,1,2,1,0,0,0,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"low","positive","partial",0,6,2,2,1,0,0,0,0
79,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","negative",NA,1,7,3,2,1,0,1,-1,0
79,"high","negative",NA,1,7,3,2,1,0,1,-1,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"high","negative",NA,1,7,3,1,0,-1,0,0,1
79,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
79,"low","negative","partial",0,8,4,2,1,0,1,0,1
79,"high","positive",NA,1,5,1,1,0,1,1,1,1
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","negative",NA,1,7,3,2,1,0,1,-1,0
79,"high","positive",NA,1,5,1,1,0,0,0,0,0
79,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
79,"low","positive","partial",0,6,2,2,1,0,0,0,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","negative",NA,1,7,3,1,0,0,1,0,1
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"high","negative",NA,1,7,3,1,0,0,1,0,1
79,"high","negative",NA,1,7,3,1,0,-1,0,0,1
79,"high","negative",NA,1,7,3,1,0,-1,0,-1,0
79,"high","positive",NA,1,5,1,2,1,1,1,1,1
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"low","positive","partial",0,6,2,2,1,0,0,0,0
79,"high","negative",NA,1,7,3,1,0,-1,0,0,1
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","positive",NA,1,5,1,2,1,0,0,0,0
79,"low","negative","partial",0,8,4,1,0,-0.1,0,-0.1,0
79,"low","negative","partial",0,8,4,2,1,0,1,0,1
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"low","positive","partial",0,6,2,2,1,0,0,0.1,1
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"high","negative",NA,1,7,3,1,0,0,1,0,1
79,"high","negative",NA,1,7,3,1,0,-1,0,0,1
79,"high","positive",NA,1,5,1,2,1,1,1,1,1
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"high","positive",NA,1,5,1,1,0,0,0,0,0
79,"high","negative",NA,1,7,3,2,1,0,1,-1,0
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"low","negative","partial",0,8,4,2,1,0,1,0,1
79,"high","negative",NA,1,7,3,1,0,-1,0,-1,0
79,"low","negative","partial",0,8,4,1,0,-0.1,0,0,1
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"high","negative",NA,1,7,3,2,1,0,1,-1,0
79,"low","negative","partial",0,8,4,2,1,-0.1,0,-0.1,0
79,"high","negative",NA,1,7,3,2,1,0,1,-1,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0.1,1
79,"high","positive",NA,1,5,1,1,0,1,1,1,1
79,"high","negative",NA,1,7,3,2,1,0,1,0,1
79,"low","negative","partial",0,8,4,1,0,0,1,0,1
79,"low","positive","partial",0,6,2,2,1,0,0,0,0
79,"low","negative","partial",0,8,4,2,1,0,1,-0.1,0
79,"high","negative",NA,1,7,3,2,1,-1,0,-1,0
79,"high","positive",NA,1,5,1,2,1,1,1,0,0
79,"high","positive",NA,1,5,1,2,1,0,0,0,0
79,"low","positive","partial",0,6,2,2,1,0.1,1,0,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"high","negative",NA,1,3,3,1,0,0,1,-1,0
80,"high","negative",NA,1,3,3,1,0,-1,0,0,1
80,"low","positive","partial",0,2,2,2,1,0,0,0,0
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"low","positive","partial",0,2,2,1,0,0.1,1,0.1,1
80,"low","negative","partial",0,4,4,1,0,0,1,0,1
80,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"low","positive","partial",0,2,2,1,0,0,0,0.1,1
80,"high","positive",NA,1,1,1,1,0,0,0,0,0
80,"high","positive",NA,1,1,1,1,0,1,1,0,0
80,"low","negative","partial",0,4,4,1,0,-0.1,0,0,1
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"high","positive",NA,1,1,1,2,1,1,1,0,0
80,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
80,"high","negative",NA,1,3,3,2,1,0,1,0,1
80,"high","positive",NA,1,1,1,2,1,1,1,0,0
80,"high","positive",NA,1,1,1,2,1,1,1,0,0
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"low","positive","partial",0,2,2,2,1,0,0,0,0
80,"high","positive",NA,1,1,1,2,1,0,0,1,1
80,"low","negative","partial",0,4,4,2,1,0,1,0,1
80,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
80,"low","positive","partial",0,2,2,2,1,0,0,0.1,1
80,"low","negative","partial",0,4,4,1,0,0,1,-0.1,0
80,"high","positive",NA,1,1,1,2,1,1,1,0,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"high","negative",NA,1,3,3,2,1,0,1,0,1
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"high","positive",NA,1,1,1,1,0,1,1,0,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"low","negative","partial",0,4,4,2,1,0,1,0,1
80,"high","positive",NA,1,1,1,1,0,0,0,0,0
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"low","positive","partial",0,2,2,2,1,0,0,0,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"high","positive",NA,1,1,1,1,0,1,1,1,1
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
80,"low","negative","partial",0,4,4,1,0,-0.1,0,-0.1,0
80,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"high","negative",NA,1,3,3,2,1,0,1,0,1
80,"low","negative","partial",0,4,4,2,1,0,1,0,1
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"high","negative",NA,1,3,3,2,1,0,1,-1,0
80,"low","positive","partial",0,2,2,2,1,0.1,1,0,0
80,"high","positive",NA,1,1,1,1,0,1,1,1,1
80,"high","positive",NA,1,1,1,1,0,0,0,0,0
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"low","positive","partial",0,2,2,2,1,0.1,1,0.1,1
80,"low","negative","partial",0,4,4,2,1,0,1,-0.1,0
80,"low","negative","partial",0,4,4,2,1,-0.1,0,-0.1,0
80,"low","positive","partial",0,2,2,2,1,0,0,0,0
80,"high","positive",NA,1,1,1,1,0,0,0,1,1
80,"high","negative",NA,1,3,3,2,1,-1,0,-1,0
80,"high","negative",NA,1,3,3,1,0,0,1,0,1
80,"high","negative","partial",0,7,3,1,0,-1,0,0,1
80,"low","negative",NA,1,8,4,1,0,-0.1,0,0,1
80,"low","positive",NA,1,6,2,2,1,0,0,0,0
80,"high","positive","partial",0,5,1,1,0,0,0,1,1
80,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
80,"high","positive","partial",0,5,1,2,1,0,0,1,1
80,"high","negative","partial",0,7,3,1,0,-1,0,-1,0
80,"high","negative","partial",0,7,3,2,1,0,1,0,1
80,"high","positive","partial",0,5,1,2,1,1,1,0,0
80,"high","negative","partial",0,7,3,1,0,-1,0,0,1
80,"low","positive",NA,1,6,2,2,1,0.1,1,0.1,1
80,"low","positive",NA,1,6,2,2,1,0.1,1,0,0
80,"low","negative",NA,1,8,4,2,1,-0.1,0,-0.1,0
80,"high","positive","partial",0,5,1,2,1,1,1,0,0
80,"low","negative",NA,1,8,4,1,0,-0.1,0,-0.1,0
